"Authors","Author full names","Author(s) ID","Title","Year","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","Author Keywords","Index Keywords","Funding Details","Editors","Publisher","PubMed ID"
"Marzorati D.; Dorizza A.; Bovio D.; Salito C.; Mainardi L.; Cerveri P.","Marzorati, Davide (56574013300); Dorizza, Andrea (57443791800); Bovio, Dario (26631742000); Salito, Caterina (26321937900); Mainardi, Luca (7007078486); Cerveri, Pietro (55912385600)","56574013300; 57443791800; 26631742000; 26321937900; 7007078486; 55912385600","Hybrid Convolutional Networks for End-to-End Event Detection in Concurrent PPG and PCG Signals Affected by Motion Artifacts","2022","69","8","","2512","2523","11","10.1109/TBME.2022.3148171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124227796&doi=10.1109%2fTBME.2022.3148171&partnerID=40&md5=4a466d7dba93614dd0791f2ab2359b52","The accurate detection of physiologically-related events in photopletismographic (PPG) and phonocardiographic (PCG) signals, recorded by wearable sensors, is mandatory to perform the estimation of relevant cardiovascular parameters like the heart rate and the blood pressure. However, the measurement performed in uncontrolled conditions without clinical supervision leaves the detection quality particularly susceptible to noise and motion artifacts. This work proposes a new fully-automatic computational framework, based on convolutional networks, to identify and localize fiducial points in time as the foot, maximum slope and peak in PPG signal and the S1 sound in the PCG signal, both acquired by a custom chest sensor, described recently in the literature by our group. The event detection problem was reframed as a single hybrid regression-classification problem entailing a custom neural architecture to process sequentially the PPG and PCG signals. Tests were performed analysing four different acquisition conditions (rest, cycling, rest recovery and walking). Cross-validation results for the three PPG fiducial points showed identification accuracy greater than 93 % and localization error (RMSE) less than 10 ms. As expected, cycling and walking conditions provided worse results than rest and recovery, however reaching an accuracy greater than 90 % and a localization error less than 15 ms. Likewise, the identification and localization error for S1 sound were greater than 90 % and less than 25 ms. Overall, this study showcased the ability of the proposed technique to detect events with high accuracy not only for steady acquisitions but also during subject movements. We also showed that the proposed network outperformed traditional Shannon-energy-envelope method in the detection of S1 sound, reaching detection performance comparable to state of the art algorithms. Therefore, we argue that coupling chest sensors and deep learning processing techniques may disclose wearable devices to unobtrusively acquire health information, being less affected by noise and motion artifacts.  © 1964-2012 IEEE.","Deep convolutional networks; heart sounds; phonocardiography; photoplethismography; pulse arrival time; wearable sensors","Algorithms; Artifacts; Heart Rate; Motion; Photoplethysmography; Signal Processing, Computer-Assisted; Biomedical signal processing; Blood pressure; Cardiology; Computer system recovery; Convolution; Deep learning; Electrocardiography; Errors; Hidden Markov models; Phonocardiography; Timing circuits; Wearable sensors; Biomedical monitoring; Computational modelling; Convolutional networks; Deep convolutional network; Heart sounds; Heart-rate; Hidden-Markov models; Motion artifact; Photoplethismography; Pulse arrival time; Timing; adult; Article; back propagation; blood pressure; cardiovascular parameters; controlled study; convolutional neural network; cross validation; deep learning; heart beat; heart rate; heart sound; human; human experiment; image artifact; medical information; normal human; phonocardiography; photoelectric plethysmography; signal detection; sound detection; algorithm; artifact; motion; physiology; procedures; signal processing; Heart","","","IEEE Computer Society","35119997"
"Ameh Joseph A.; Abdullahi M.; Junaidu S.B.; Hassan Ibrahim H.; Chiroma H.","Ameh Joseph, Agaba (57464308700); Abdullahi, Mohammed (56926469300); Junaidu, Sahalu Balarabe (56458735000); Hassan Ibrahim, Hayatu (58671610200); Chiroma, Haruna (55583663400)","57464308700; 56926469300; 56458735000; 58671610200; 55583663400","Improved multi-classification of breast cancer histopathological images using handcrafted features and deep neural network (dense layer)","2022","14","","200066","","","","10.1016/j.iswa.2022.200066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125135980&doi=10.1016%2fj.iswa.2022.200066&partnerID=40&md5=e02b19ab6d7f3db1c303f37cf8560804","Breast cancer (BC) classification has become a point of concern within the field of biomedical informatics in the health care sector in recent years. This is because it is the second-largest cause of cancer-related fatalities among women. The medical field has attracted the attention of researchers in applying machine learning techniques to the detection, and monitoring of life-threatening diseases such as breast cancer (BC). Proper detection and monitoring contribute immensely to the survival of BC patients, which is largely dependent on the analysis of pathological images. Automatic detection of BC based on pathological images and the use of a Computer-Aided Diagnosis (CAD) system allow doctors to make a more reliable decision. Recently, Deep Learning algorithms like Convolution Neural Network have been proven to be reliable in detecting BC targets from pathological images. Several research efforts have been undertaken in the binary classification of histopathological images. However, few approaches have been proposed for the multi-classification of histopathological images. The classification accuracy produced by these approaches are inefficient since they considered only texture-based extracted features and they used some techniques that cannot extract some of the main features from the images. Also, these techniques still suffered from the issue of overfitting. In this work, handcrafted feature extraction techniques (Hu moment, Haralick textures, and color histogram) and Deep Neural Network (DNN) are employed for breast cancer multi-classification using histopathological images on the BreakHis dataset. The features extracted using the handcrafted techniques are used to train the DNN classifiers with four dense layers and Softmax. Further, the data augmentation method was employed to address the issue of overfitting. The results obtained reveal that the use of handcrafted approach as feature extractors and DNN classifiers had a better performance in breast cancer multi-classification than other approaches in the literature. Moreover, it was also noted that augmentation of data plays a key role in further improvement of classification accuracy. The proposed method achieved an accuracy score of 97.87% for 40x, 97.60% for 100x, 96.10% for 200x, and 96.84% for 400x for the magnification-dependent histopathological images classification. The results also showed that the proposed method for using the Handcrafted feature extraction method with DNN classifier had a better performance in multi-classification of breast cancer using histopathological images than most of the related works in the literature. © 2022 The Author(s)","Breast cancer; Deep neural network; Handcrafted features; Histopathological image; Multi-classification","Classification (of information); Computer aided diagnosis; Diseases; Extraction; Feature extraction; Image classification; Image enhancement; Learning algorithms; Medical imaging; Multilayer neural networks; Network layers; Textures; Breast Cancer; Classification accuracy; Dense layer; Handcrafted feature; Histopathological images; Multi-classification; Neural networks classifiers; Overfitting; Pathological images; Performance; Deep neural networks","","","Elsevier B.V.",""
"Yevtushenko P.; Goubergrits L.; Gundelwein L.; Setio A.; Ramm H.; Lamecker H.; Heimann T.; Meyer A.; Kuehne T.; Schafstedde M.","Yevtushenko, Pavlo (55804052100); Goubergrits, Leonid (6603944840); Gundelwein, Lina (57204003869); Setio, Arnaud (53264801600); Ramm, Heiko (55307653700); Lamecker, Heiko (6506463974); Heimann, Tobias (55861182300); Meyer, Alexander (56308158300); Kuehne, Titus (6603086969); Schafstedde, Marie (57216336157)","55804052100; 6603944840; 57204003869; 53264801600; 55307653700; 6506463974; 55861182300; 56308158300; 6603086969; 57216336157","Deep Learning Based Centerline-Aggregated Aortic Hemodynamics: An Efficient Alternative to Numerical Modeling of Hemodynamics","2022","26","4","","1815","1825","10","10.1109/JBHI.2021.3116764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118617063&doi=10.1109%2fJBHI.2021.3116764&partnerID=40&md5=83a0fab4c2bb7b422878f5996d068669","Image-based patient-specific modelling of hemodynamics are gaining increased popularity as a diagnosis and outcome prediction solution for a variety of cardiovascular diseases. While their potential to improve diagnostic capabilities and thereby clinical outcome is widely recognized, these methods require considerable computational resources since they are mostly based on conventional numerical methods such as computational fluid dynamics (CFD). As an alternative to the numerical methods, we propose a machine learning (ML) based approach to calculate patient-specific hemodynamic parameters. Compared to CFD based methods, our approach holds the benefit of being able to calculate a patient-specific hemodynamic outcome instantly with little need for computational power. In this proof-of-concept study, we present a deep artificial neural network (ANN) capable of computing hemodynamics for patients with aortic coarctation in a centerline aggregated (i.e., locally averaged) form. Considering the complex relation between vessels shape and hemodynamics on the one hand and the limited availability of suitable clinical data on the other, a sufficient accuracy of the ANN may however not be achieved with available data only. Another key aspect of this study is therefore the successful augmentation of available clinical data. Using a statistical shape model, additional training data was generated which substantially increased the ANN's accuracy, showcasing the ability of ML based methods to perform in-silico modelling tasks previously requiring resource intensive CFD simulations.  © 2013 IEEE.","Aritficial neural networks; biomedical engineering; fluid dynamics; medical simulation","Aorta; Computer Simulation; Deep Learning; Hemodynamics; Humans; Models, Cardiovascular; Patient-Specific Modeling; Blood vessels; Computational fluid dynamics; Deep neural networks; Diagnosis; Hemodynamics; Image segmentation; Medical imaging; Numerical methods; Biomedical imaging; Centerlines; Clinical data; Computational modelling; Haemodynamics; Image-based; Images segmentations; Patient specific; Patient-specific modeling; Shape; adult; aortic flow; aortic pressure; Article; artificial neural network; blood flow velocity; clinical outcome; computational fluid dynamics; computer model; controlled study; deep learning; deep neural network; female; heart cycle; hemodynamics; human; image segmentation; learning algorithm; machine learning; male; mathematical model; nuclear magnetic resonance imaging; signal noise ratio; simulation; steady state; support vector machine; training; aorta; biological model; computer simulation; hemodynamics; Numerical models","","","Institute of Electrical and Electronics Engineers Inc.","34591773"
"Nematzadeh S.; Kiani F.; Torkamanian-Afshar M.; Aydin N.","Nematzadeh, Sajjad (57215199789); Kiani, Farzad (36662461100); Torkamanian-Afshar, Mahsa (57215200734); Aydin, Nizamettin (7005593269)","57215199789; 36662461100; 57215200734; 7005593269","Tuning hyperparameters of machine learning algorithms and deep neural networks using metaheuristics: A bioinformatics study on biomedical and biological cases","2022","97","","107619","","","","10.1016/j.compbiolchem.2021.107619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122778514&doi=10.1016%2fj.compbiolchem.2021.107619&partnerID=40&md5=1abb8e1060ed11d0305a77d83f70356d","The performance of a model in machine learning problems highly depends on the dataset and training algorithms. Choosing the right training algorithm can change the tale of a model. While some algorithms have a great performance in some datasets, they may fall into trouble in other datasets. Moreover, by adjusting hyperparameters of an algorithm, which controls the training processes, the performance can be improved. This study contributes a method to tune hyperparameters of machine learning algorithms using Grey Wolf Optimization (GWO) and Genetic algorithm (GA) metaheuristics. Also, 11 different algorithms including Averaged Perceptron, FastTree, FastForest, Light Gradient Boost Machine (LGBM), Limited memory Broyden Fletcher Goldfarb Shanno algorithm Maximum Entropy (LbfgsMxEnt), Linear Support Vector Machine (LinearSVM), and a Deep Neural Network (DNN) including four architectures are employed on 11 datasets in different biological, biomedical, and nature categories such as molecular interactions, cancer, clinical diagnosis, behavior related predictions, RGB images of human skin, and X-rays images of Covid19 and cardiomegaly patients. Our results show that in all trials, the performance of the training phases is improved. Also, GWO demonstrates a better performance with a p-value of 2.6E-5. Moreover, in most experiment cases of this study, the metaheuristic methods demonstrate better performance and faster convergence than Exhaustive Grid Search (EGS). The proposed method just receives a dataset as an input and suggests the best-explored algorithm with related arguments. So, it is appropriate for datasets with unknown distribution, machine learning algorithms with complex behavior, or users who are not experts in analytical statistics and data science algorithms. © 2022 Elsevier Ltd","Bioinformatics; Deep learning; Hyperparameters; Machine learning; Metaheuristics; Tuning","Algorithms; Computational Biology; COVID-19; Humans; Machine Learning; Neural Networks, Computer; SARS-CoV-2; Deep neural networks; Diagnosis; Genetic algorithms; Heuristic algorithms; Learning algorithms; Support vector machines; Deep learning; Gray wolves; Hyper-parameter; Machine learning algorithms; Machine learning problem; Metaheuristic; Performance; Training algorithms; Training process; Tuning; algorithm; biology; human; machine learning; Bioinformatics","","","Elsevier Ltd","35033837"
"Balaji C.; Suresh D.S.","Balaji, Chetan (57292820500); Suresh, D.S. (56736003100)","57292820500; 56736003100","Multi-class Recognition of Alzheimer’s and Parkinson’s diseases using Bag of Deep reduced Features (BoDrF) with Improved Chaotic Multi Verse Harris Hawks Optimization (CMVHHO) and Random Forest (RF) based classification for early diagnosis","2023","11","3","","774","785","11","10.1080/21681163.2022.2111721","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136584119&doi=10.1080%2f21681163.2022.2111721&partnerID=40&md5=1cf19ef6998dd3e3f13948c4b9fdf67e","This manuscript proposes a multi-class recognition system with improved classification accuracy using machine-learning techniques by considering electroencephalogram (EEG) and speech signal analysis to classify and detect patients affected by Alzheimer’s disease (AD) and Parkinson’s disease (PD) in its initial stages. Acquired raw EEG and speech signal are pre-processed utilising wavelet filters to eliminate noises, then the features impedivity, phase angle, higher frequency slope of phase angle, standard deviation, minimal pitch, maximal pitch, count of voice breaks are extracted from EEG and speech signal using bag of deep reduced features. Optimal features mean absolute values, enhanced wavelength, wavelength, zeros crossing are selected using an improved chaotic multi-verse Harris Hawks optimisation (CMVHHO) algorithm. Finally, Random Forest (RF) classifier is employed to classify patients suffered by AD with PD. Experimental results show 95.17%, 96.31% and 97.48% higher accuracy for AD compared with existing methods, like MCR-AD-PD-SPWVD-CNN, MCR-AD-PD-ICA-DSCHN and MCR-AD-DWT-KNN-RLDA, respectively. © 2022 Informa UK Limited, trading as Taylor & Francis Group.","Alzheimer’s disease; Bag of Deep reduced Features; Chaotic Multi-Verse Harris Hawks Optimisation; Electroencephalography; Parkinson’s disease; Random forest classifier; wavelet filters","Biomedical signal processing; Classification (of information); Computer aided diagnosis; Continuous speech recognition; Decision trees; Electrophysiology; Learning systems; Speech communication; Alzheimer; Alzheimer’s disease; Bag of deep reduced feature; Chaotic multi-verse harris hawk optimization; Chaotics; Electroencephalogram signals; Optimisations; Parkinson’s disease; Random forest classifier; Wavelet filters; Alzheimer disease; Article; artificial intelligence; artificial neural network; Bag of Deep  reduced Features; Chaotic Multi Verse Harris Hawks  Optimization; controlled study; data mining; diagnostic accuracy; diagnostic test accuracy study; discriminant analysis; electroencephalogram; electroencephalography; genetic algorithm; human; image segmentation; learning algorithm; limit of detection; limit of quantitation; machine learning; nuclear magnetic resonance imaging; operation duration; positron emission tomography; quantitative structure activity relation; random forest; receiver operating characteristic; sensitivity analysis; sensitivity and specificity; support vector machine; Electroencephalography","","","Taylor and Francis Ltd.",""
"Pham V.; Nguyen H.; Pham B.; Nguyen T.; Nguyen H.","Pham, Vuong (57189026927); Nguyen, Hai (58775378000); Pham, Bao (59025843200); Nguyen, Thien (57754156100); Nguyen, Hien (37081576100)","57189026927; 58775378000; 59025843200; 57754156100; 37081576100","Robust Engineering-based Unified Biomedical Imaging Framework for Liver Tumor Segmentation","2023","19","1","","37","45","8","10.2174/1573405617666210804151024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137996412&doi=10.2174%2f1573405617666210804151024&partnerID=40&md5=383bbb2bcc14c3186797c10b2c4d1d00","Background: Computer vision in general and semantic segmentation has experienced many achievements in recent years. Consequently, the emergence of medical imaging has provided new opportunities for conducting artificial intelligence research. Since cancer is the second-leading cause of death in the world, early-stage diagnosis is an essential process that directly slows down the development speed of cancer. Methods: Deep neural network-based methods are anticipated to reduce diagnosis time for patholo-gists. Results: In this research paper, an approach to liver tumor identification based on two types of medical images has been presented: computed tomography scans and whole-slide. It is constructed based on the improvement of U-Net and GLNet architectures. It also includes sub-modules that are combined with segmentation models to boost up the overall performance during inference phases. Conclusion: Based on the experimental results, the proposed unified framework has been emerging to be used in the production environment. © 2023 Bentham Science Publishers.","deep learning; framework; histopathology; neural networks; radiology; Tumor segmentation","Artificial Intelligence; Humans; Liver Neoplasms; Neural Networks, Computer; Semantics; Computerized tomography; Deep neural networks; Diagnosis; Diseases; Semantic Segmentation; Semantics; Tumors; Artificial intelligence research; Biomedical imaging; Deep learning; Framework; Histopathology; Liver tumor segmentations; Neural-networks; Robust engineering; Semantic segmentation; Tumor segmentation; Article; artificial intelligence; augmentation index; bleeding; computer assisted tomography; computer simulation; computer vision; conceptual framework; controlled study; convolutional neural network; data Augmentation; deep learning; deep neural network; diabetic retinopathy; diagnosis time; diagnostic imaging; histopathology; human; human tissue; image processing; image quality; image reconstruction; image segmentation; learning algorithm; liver tumor; machine learning; nerve cell network; Robust  Engineering; stroma; x-ray computed tomography; artificial intelligence; semantics; Medical imaging","","","Bentham Science Publishers","34348633"
"Fang F.; Yao Y.; Zhou T.; Xie G.; Lu J.","Fang, Feiyi (57255603100); Yao, Yazhou (57072144300); Zhou, Tao (56367644000); Xie, Guosen (56401452700); Lu, Jianfeng (55547138819)","57255603100; 57072144300; 56367644000; 56401452700; 55547138819","Self-Supervised Multi-Modal Hybrid Fusion Network for Brain Tumor Segmentation","2022","26","11","","5310","5320","10","10.1109/JBHI.2021.3109301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114719283&doi=10.1109%2fJBHI.2021.3109301&partnerID=40&md5=c8e877450d0b10d7dfc95ad76cda23c0","Accurate medical image segmentation of brain tumors is necessary for the diagnosing, monitoring, and treating disease. In recent years, with the gradual emergence of multi-sequence magnetic resonance imaging (MRI), multi-modal MRI diagnosis has played an increasingly important role in the early diagnosis of brain tumors by providing complementary information for a given lesion. Different MRI modalities vary significantly in context, as well as in coarse and fine information. As the manual identification of brain tumors is very complicated, it usually requires the lengthy consultation of multiple experts. The automatic segmentation of brain tumors from MRI images can thus greatly reduce the workload of doctors and buy more time for treating patients. In this paper, we propose a multi-modal brain tumor segmentation framework that adopts the hybrid fusion of modality-specific features using a self-supervised learning strategy. The algorithm is based on a fully convolutional neural network. Firstly, we propose a multi-input architecture that learns independent features from multi-modal data, and can be adapted to different numbers of multi-modal inputs. Compared with single-modal multi-channel networks, our model provides a better feature extractor for segmentation tasks, which learns cross-modal information from multi-modal data. Secondly, we propose a new feature fusion scheme, named hybrid attentional fusion. This scheme enables the network to learn the hybrid representation of multiple features and capture the correlation information between them through an attention mechanism. Unlike popular methods, such as feature map concatenation, this scheme focuses on the complementarity between multi-modal data, which can significantly improve the segmentation results of specific regions. Thirdly, we propose a self-supervised learning strategy for brain tumor segmentation tasks. Our experimental results demonstrate the effectiveness of the proposed model against other state-of-the-art multi-modal medical segmentation methods.  © 2013 IEEE.","Attention; hybrid feature fusion; multi-modal learning; self-supervised learning","Algorithms; Brain Neoplasms; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Neural Networks, Computer; Brain; Deep learning; Diagnosis; Image fusion; Image segmentation; Medical imaging; Modal analysis; Neural networks; Supervised learning; Tumors; Attention; Biomedical imaging; Deep learning; Features extraction; Features fusions; Hybrid feature fusion; Hybrid features; Images segmentations; Multi-modal learning; Self-supervised learning; Task analysis; Article; brain tumor; convolutional neural network; deep learning; diffusion tensor imaging; feature extraction; fluid-attenuated inversion recovery imaging; functional magnetic resonance imaging; fusion gene; human; hybrid; image segmentation; learning; major clinical study; multimodal imaging; supervised machine learning; support vector machine; algorithm; diagnostic imaging; image processing; nuclear magnetic resonance imaging; procedures; Magnetic resonance imaging","National Natural Science Foundation of China, NSFC, (61976116, 62102182, 62172228); National Natural Science Foundation of China, NSFC; Natural Science Foundation of Jiangsu Province, (BK20210327); Natural Science Foundation of Jiangsu Province; Fundamental Research Funds for the Central Universities, (30920021135); Fundamental Research Funds for the Central Universities","","Institute of Electrical and Electronics Engineers Inc.","34478389"
"Cleatus T.S.; Thungamani M.","Cleatus, T. Saneesh (56441646500); Thungamani, M. (57198886198)","56441646500; 57198886198","Epileptic Seizure Detection using Spectral Transformation and Convolutional Neural Networks","2022","103","4","","1115","1125","10","10.1007/s40031-021-00693-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124255541&doi=10.1007%2fs40031-021-00693-4&partnerID=40&md5=9c2cbbfb8a1a71ee9b08857ac995ffe5","Automatic seizure detection and classification of seizures, as well as identification of pre-ictal activity in the electroencephalogram (EEG), are extremely important in clinical research. This decreases the time it takes to identify seizures and, as a result, improves seizure activity prediction. We propose a computer-aided method to detect the pre-ictal and ictal activity from a multichannel EEG signal. Three pre-processing techniques that are applied to EEG time-domain signals to generate an image database are proposed here. This image database is given as input to the machine learning algorithm for classification. Conversion of a time domain EEG signal to an image is accomplished by extracting EEG signal features such as correlation coefficient, short-time Fourier transform (spectrogram), and mutual information. The processed EEG waveform, which is represented as images, is used to train a convolutional neural network (CNN). The CNN classifies input signals into three classes—Seizure, Normal and Pre-ictal. We used the transfer learning method, which uses Alexnet, a pre-trained CNN architecture, for image training and classification. After training on the Spectrogram, Mutual Information, and Correlation coefficient image representations of the EEG signals, we have obtained a validation accuracy of 99.33%, 95.33%, and 97.5%, respectively. © 2022, The Institution of Engineers (India).","Alexnet; CNN; EEG; Epilepsy","Biomedical signal processing; Classification (of information); Clinical research; Convolution; Convolutional neural networks; Deep learning; Image processing; Learning algorithms; Learning systems; Spectrographs; Time domain analysis; Transfer learning; Alexnet; Convolutional neural network; Correlation coefficient; Electroencephalogram signals; Epilepsy; Epileptic seizure detection; Image database; Mutual informations; Spectral transformations; Spectrograms; Electroencephalography","","","Springer",""
"Niu C.; Cong W.; Fan F.-L.; Shan H.; Li M.; Liang J.; Wang G.","Niu, Chuang (57202950909); Cong, Wenxiang (7005402309); Fan, Feng-Lei (57222365585); Shan, Hongming (57191481929); Li, Mengzhou (57211524125); Liang, Jimin (57403161700); Wang, Ge (7407148134)","57202950909; 7005402309; 57222365585; 57191481929; 57211524125; 57403161700; 7407148134","Low-Dimensional Manifold-Constrained Disentanglement Network for Metal Artifact Reduction","2022","6","6","","656","666","10","10.1109/TRPMS.2021.3122071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128580939&doi=10.1109%2fTRPMS.2021.3122071&partnerID=40&md5=67d1bf722e1fd5f05c1c5bf274e26c3b","Deep neural network-based methods have achieved promising results for computed tomography (CT) metal artifact reduction (MAR), most of which use many synthesized paired images for supervised learning. As synthesized metal artifacts in CT images may not accurately reflect the clinical counterparts, an artifact disentanglement network (ADN) was proposed with unpaired clinical images directly, producing promising results on clinical datasets. However, as the discriminator can only judge if large regions semantically look artifact-free or artifact-affected, it is difficult for ADN to recover small structural details of artifact-affected CT images based on adversarial losses only without sufficient constraints. To overcome the illposedness of this problem, here we propose a low-dimensional manifold (LDM)-constrained disentanglement network (DN), leveraging the image characteristics that the patch manifold of CT images is generally low dimensional. Specifically, we design an LDM-DN learning algorithm to empower the DN through optimizing the synergistic loss functions used in ADN while constraining the recovered images to be on a low-dimensional patch manifold. Moreover, learning from both paired and unpaired data, an efficient hybrid optimization scheme is proposed to further improve the MAR performance on clinical datasets. Extensive experiments demonstrate that the proposed LDM-DN approach can consistently improve the MAR performance in paired and/or unpaired learning settings, outperforming competing methods on synthesized and clinical datasets.  © 2017 IEEE.","Disentanglement network (DN); low-dimensional manifold (LDM); metal artifact reduction (MAR)","Computer vision; Computerized tomography; Deep neural networks; Image reconstruction; Learning algorithms; Medical imaging; Biomedical imaging; Computed tomography; CT Image; Deep learning; Disentanglement network.; Images reconstruction; Lower dimensional manifolds; Manifold; Metal artifact reduction; Synthesised; Metals","Shanghai Municipal of Science and Technology Project, (20JC1419500); Shanghai Sailing Program, (21YF1402800); National Institutes of Health, NIH; National Cancer Institute, NCI, (R01CA233888, R01CA237267); National Cancer Institute, NCI; National Institute of Biomedical Imaging and Bioengineering, NIBIB, (R01EB026646, R01EB031102, R01HL151561); National Institute of Biomedical Imaging and Bioengineering, NIBIB; Natural Science Foundation of Shanghai, (21ZR1403600); Natural Science Foundation of Shanghai; National Natural Science Foundation of China, NSFC, (62101136); National Natural Science Foundation of China, NSFC","","Institute of Electrical and Electronics Engineers Inc.",""
"Wen Y.; He W.; Zhang Y.","Wen, Yintang (36678382800); He, Wenjing (57917771800); Zhang, Yuyan (36629686500)","36678382800; 57917771800; 36629686500","A new attention-based 3D densely connected cross-stage-partial network for motor imagery classification in BCI","2022","19","5","056026","","","","10.1088/1741-2552/ac93b4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139380579&doi=10.1088%2f1741-2552%2fac93b4&partnerID=40&md5=4880caf1017f2bdba560e448a22eb089","Objective. The challenge for motor imagery (MI) in brain-computer interface (BCI) systems is finding a reliable classification model that has high classification accuracy and excellent robustness. Currently, one of the main problems leading to degraded classification performance is the inaccuracy caused by nonstationarities and low signal-to-noise ratio in electroencephalogram (EEG) signals. Approach. This study proposes a novel attention-based 3D densely connected cross-stage-partial network (DCSPNet) model to achieve efficient EEG-based MI classification. This is an end-to-end classification model framework based on the convolutional neural network (CNN) architecture. In this framework, to fully utilize the complementary features in each dimension, the optimal features are extracted adaptively from the EEG signals through the spatial-spectral-temporal (SST) attention mechanism. The 3D DCSPNet is introduced to reduce the gradient loss by segmenting the extracted feature maps to strengthen the network learning capability. Additionally, the design of the densely connected structure increases the robustness of the network. Main results. The performance of the proposed method was evaluated using the BCI competition IV 2a and the high gamma dataset, achieving an average accuracy of 84.45% and 97.88%, respectively. Our method outperformed most state-of-the-art classification algorithms, demonstrating its effectiveness and strong generalization ability. Significance. The experimental results show that our method is promising for improving the performance of MI-BCI. As a general framework based on time-series classification, it can be applied to BCI-related fields.  © 2022 IOP Publishing Ltd.","attention mechanism; convolutional neural networks (CNN); electroencephalogram (EEG); motor imagery (MI)","Algorithms; Brain-Computer Interfaces; Electroencephalography; Imagination; Neural Networks, Computer; Biomedical signal processing; Brain computer interface; Convolution; Convolutional neural networks; Image classification; Signal to noise ratio; Attention mechanisms; Classification models; Convolutional neural network; Electroencephalogram; Electroencephalogram signals; Motor imagery; Motor imagery classification; Performance; Article; attention; classification algorithm; convolutional neural network; cross validation; data accuracy; data visualization; deep learning; electroencephalogram; experiment; feature extraction; human; human experiment; imagery; information processing; motor imagery; motor performance; network learning; normal human; performance; three-dimensional imaging; algorithm; brain computer interface; electroencephalography; imagination; procedures; Electroencephalography","Hebei Provincial Department of Bureau of Science and Technology, (20310401D, 216Z1704G)","","Institute of Physics","36130589"
"Nanammal V.S.R.; Jayagopalan V.G.","Nanammal, Venkata Samy Raja (56586269000); Jayagopalan, Venu Gopalakrishnan (57696453800)","56586269000; 57696453800","A secured biomedical image processing scheme to detect pneumonia disease using dynamic learning principles","2022","30","3","","245","252","7","10.1177/1063293X221097447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130227794&doi=10.1177%2f1063293X221097447&partnerID=40&md5=431ba77a0b124ad8739c7d03a27c28e4","Now-a-days, the medical industry is growing a lot with the adaptation of latest technologies as well as the logical evaluation and security norms provides a robust platform to enhance the effectiveness of the industry at a drastic level. In this paper, a digital bio-medical image processing based Pneumonia disease identification system is introduced with enhanced security features. Due to improving the efficiency of the application, a well-known watermarking based security constraint is included to provide the protection to the respective hospital environment and patients as well. To avoid these issues, some sort of security aspects need to be followed so that this paper included watermarking based security to provide a rich level of protection to the images going to be tested. The main intention of this paper is to introduce a novel security enabled digital image processing scheme to identify the Pneumonic disease in earlier stages with respect to the proper classification principles. In this paper, a novel deep learning algorithm is introduced called enhanced Dynamic Learning Neural Network in which it is a hybrid algorithm with the combinations of conventional DLNN algorithm and the Support Vector Classification algorithm. This proposed approach effectively identifies the Pneumonia disease in earlier stages but the security inspection on the testing stage is so important to analyze the disease. The respective testing image is properly watermarked with the logo of the corresponding hospital; the image is processed otherwise the proposed approach skips the image to process. These kinds of security features emphasize the medical industry and boost up the levels more as well as the patients can get an appropriate error free care with the help of such technology. A proper Chest X-Ray based Kaggle dataset is considered to process the system as well as which contains 5856 Chest X-Ray images under two different categories such as Pneumonia and Normal. With respect to processing these images and identifying the Pneumonia disease effectively as well as the proposed watermarking enabled security features provide a good impact in the medical field protection system. The resulting section provides the proper proof to the effectiveness of the proposed approach and its prediction efficiency. © The Author(s) 2022.","deep learning; enhanced dynamic learning neural network; pneumonia; security; support vector classification; watermarking","Deep learning; Efficiency; Hospitals; Image classification; Image watermarking; Learning algorithms; Learning systems; Medical imaging; Network security; Security systems; Support vector machines; Watermarking; Deep learning; Dynamic learning; Enhanced dynamic learning neural network; Latest technology; Learning neural networks; Medical industries; Pneumonia; Security; Security features; Support vector classification; Image enhancement","","","SAGE Publications Ltd",""
